id;Box_ID;Descrizione
25259;40020;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: MURAGLIA | DOCUMENTO: COGE DA: 994 A: 998
25339;40102;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BRESCIA | DOCUMENTO: BTJV DA: 160 A: 164
25558;40323;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: ZUGALLI | DOCUMENTO: DF DA: 978 A: 982
24941;39624;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: PG DA: 004 A: 0063
25255;40016;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: MURAGLIA | DOCUMENTO: FISCALE     DA: 974 A: 978
25319;40082;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: ZUGALLI | DOCUMENTO: FRONT OFFICE DA: 175 A: 179
25306;40069;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO:  DA: 3437 A: 3441
25336;40099;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO:  DA: 3585 A: 3589
25353;40116;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BRESCIA | DOCUMENTO: BTJV DA: 233 A: 237
25593;40373;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: MR DA: 0610.01 VOL 1 A: 0610.01 VOL 8
24943;39632;SERVIZIO: AFFARI SOCIETARI | RESPONSABILE: ROSCIOLI | DOCUMENTO: SLAS DA: 604 A: 608
24961;39665;SERVIZIO: SERVIZIO DEL PERSONALE | RESPONSABILE: SCIASCIA | DOCUMENTO:  DA: 571 A: 575
24954;39648;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO: OFFERTA TECNICA DA: VOL 1 A: VOL 4
24959;39661;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO: OFFERTA TECNICA DA: VOL 1 A: VOL 6
24958;39652;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO: OFFERTA TECNICA DA: VOL 1 A: VOL 4
24994;39702;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: MR DA:  A: 
25014;39766;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
25078;39834;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BALDINO | DOCUMENTO: 2011 DA: (10) CLEMATIS A: (12) DE LUCA
25244;40005;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: DE SANCTIS | DOCUMENTO: COGE DA: 918 A: 923
25220;39979;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BONANNI | DOCUMENTO: FATTURE DA: 3238 A: 3242
25200;39959;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BONANNI | DOCUMENTO: FATTURE DA: 3135 A: 3139
25202;39961;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BONANNI | DOCUMENTO: FATTURE DA: 3146 A: 3151
27886;43176;SERVIZIO: SERVIZIO DEL PERSONALE | RESPONSABILE: VINCENTI | DOCUMENTO: RITIRO 17/03/2014 DA: 45 A: 49
24995;39706;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO:  DA:  A: 
25004;39738;SERVIZIO: PREVENTIVI | RESPONSABILE:  | DOCUMENTO:  DA:  A: 
24997;39710;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: PG DA: 0095.02 A: 0095.02
25068;39823;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 3075 A: 3080
25012;39763;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
25035;39790;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: TESI | DOCUMENTO: ANNO 2010 DA: 48 A: 53
24999;39713;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: MR DA:  A: 
25032;39787;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: TESI | DOCUMENTO: ANNO 2010 DA: 33 A: 37
27893;43183;SERVIZIO: SERVIZIO DEL PERSONALE | RESPONSABILE: VINCENTI | DOCUMENTO: CUD ANNO 2004 DA: 1 A: 1200
25033;39788;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: TESI | DOCUMENTO: ANNO 2010 DA: 38 A: 42
25038;39793;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: TESI | DOCUMENTO: ANNO 2010 DA: 64 A: 68
25015;39768;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
25009;39758;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
25076;39832;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BALDINO | DOCUMENTO: 2011 DA: (4) BIRICH A: (6) CANNELLA
25576;40341;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
25273;40036;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO: RDO DA:  A: 
26832;41852;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BONANNI | DOCUMENTO: FATTURE DA: 3836 A: 3841
26875;41898;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BONANNI | DOCUMENTO:  DA: 1553 A: 1557
26793;41809;SERVIZIO: PREVENTIVI | RESPONSABILE: MORELLI | DOCUMENTO: OFFERTE DA:  A: 
26795;41811;SERVIZIO: PREVENTIVI | RESPONSABILE: MORELLI | DOCUMENTO: OFFERTE DA:  A: 
26943;42009;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO: PRICE BOOK DA: VOL1 A: VOL 6
26977;42085;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO: OOCC DA: VOL 1 A: VOL 5
26976;42084;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: VOL 1 A: VOL 6
26893;41933;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: DW DA: NO AIM A: 
26905;41945;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: NM DA: ULTIMA REVISIONE A: 
26887;41919;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO: OFFERTA TECNICA DA: VOL1 A: VOL 5
26907;41949;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO: PRICE BOOK DA: VOL 1 A: VOL 5
26987;42097;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO:  DA: VOL 4 A: VOL 8
26901;41941;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: DW DA: NO AIM A: 
26808;41824;SERVIZIO: External Communication & Qualifications  | RESPONSABILE: TOMEO | DOCUMENTO: OFFERTE STANDARD DA: 6961 A: 6991-28
26941;42000;SERVIZIO: PREVENTIVI | RESPONSABILE: RUSSO | DOCUMENTO: PRICE BOOK DA: VOL1 A: VOL 5
25041;39796;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: TESI | DOCUMENTO: ANNO 2011 DA: 1 A: 5
27933;43228;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: CN DA: UNITA' 00 A: UNITA' 00
27929;43224;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: DW DA:  A: 
25095;39851;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BALDINO | DOCUMENTO: 2011 DA: (66) TFR A: (70) TPDL
28351;43680;#N/D
28712;44336;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: AG DA: 001 VOL 1 A: 122 VOL 4
29307;44980;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: AG DA: 311 VOL 1 A: 311 VOL 3
25615;40426;SERVIZIO: External Communication & Qualifications  | RESPONSABILE: BUFOLI | DOCUMENTO:  DA: 1507 A: 1508
28407;43738;#N/D
28408;43739;#N/D
28767;44399;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BALDINO | DOCUMENTO: TPIT ANNO 2013 DA: 40 CONFICONI A: 42 DEL SERRONE
20042;34252;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA: UNIT 00 SECT 7 VOL 9 A: UNIT 00 SECT 7 VOL 14
28757;44387;SERVIZIO: SERVIZIO DEL PERSONALE | RESPONSABILE: SCIASCIA | DOCUMENTO: CERTIFICATI MEDICI DA: 682 A: 685
28747;44377;SERVIZIO: PREVENTIVI | RESPONSABILE: MORELLI | DOCUMENTO:  DA: 1 A: 5
28687;44263;SERVIZIO: SERVIZIO DEL PERSONALE | RESPONSABILE: MAGNANI | DOCUMENTO:  DA: 663 A: 667
29289;44961;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COSENTINI | DOCUMENTO: GAFE DA: 902 A: 
29321;44999;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: CD DA: SUPPORTI ELETTRONICI A: 
29532;45237;#N/D
29856;45694;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: PG DA: 809 VOL 1 A: 809 VOL 7
20045;34256;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA: UNIT 00 SECT 7 VOL 33 A: UNIT 00 SECT 7 VOL 37
29883;45728;SERVIZIO: PREVENTIVI | RESPONSABILE: PUGLIANO | DOCUMENTO: STIME DA: 1 A: 4
18985;32918;#N/D
30372;46436;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: DW DA: 041-1525,01 REV.1 A: 
30370;46433;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: DW DA: 051-1525,01 REV.1 A: 
30371;46435;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: DW DA: 061-1525,01 REV.1 A: 
30374;46443;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: DW DA: FORMATI  A3 A: 
30375;46444;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: DW DA: FORMATI  A3 A: 
22746;37185;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: GENERALI DA:  A: 
31193;47440;SERVIZIO: TPIDL | RESPONSABILE: DI VIESTO | DOCUMENTO: VERBALI DA:  A: 
31078;47309;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: DW DA:  A: 
31306;47578;SERVIZIO: INGEGNERIA | RESPONSABILE: DI BIASE | DOCUMENTO:  DA:  A: 
31290;47557;SERVIZIO: INGEGNERIA | RESPONSABILE: DI BIASE | DOCUMENTO:  DA:  A: 
31524;59159;SERVIZIO: SERVIZIO DEL PERSONALE | RESPONSABILE: SCIASCIA | DOCUMENTO: CERTIFICATI MEDICI DA: 738 A: 742
31487;59117;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: DW DA: UN,1A11-PID-0021,40 A: UN,1B13-PID-0021,210
31530;59165;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: CANTIERE DA: BOX 6 A: 
31818;59562;#N/D
31941;59695;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: COCCO | DOCUMENTO: FATTURE DA: 3541 A: 3545
31968;59728;#N/D
31998;59758;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BALDINO | DOCUMENTO: ANNO 2018 DA: (31) SPADAFORA A: (33) UCCELLETTI
31988;59748;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: BALDINO | DOCUMENTO: ANNO 2018 DA: (1) ACHILLI A: (3) BERNARDINI
32019;59781;SERVIZIO: SERVIZI GENERALI | RESPONSABILE: MIOTTI | DOCUMENTO:  DA: 1238 A: 1242
32338;60350;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: CATALANO | DOCUMENTO:  DA: 4413 A: 4417
32343;60355;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: CASCIATO | DOCUMENTO: TPDL DA: 215 A: 217
32345;60360;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: TESI | DOCUMENTO: ANNO 2016 DA: 35 A: 37
19779;33957;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: FEED DA: VOL. 29 A: VOL. 31
24278;38817;SERVIZIO: INGEGNERIA | RESPONSABILE: CASACCHIA | DOCUMENTO: SK DA: AG805/F A: 
20105;34338;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA: UNITA' 11 SEC 7 VOL 21 A: UNITA' 11 SEC 7 VOL 25
24555;39144;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: IB DA:  A: 
19491;33609;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: AG DA: 411.01 V 7 A: 411.01 V 15
19512;33631;SERVIZIO: INGEGNERIA | RESPONSABILE: MONTIS | DOCUMENTO: AG DA: 411.02 V 13 A: 411.02 V 22
27864;43152;SERVIZIO: PREVENTIVI | RESPONSABILE: MAINAS | DOCUMENTO: STIME DA: 13 A: 17
24840;39508;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: MICROFILM DA:  A: 
26816;41833;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: ZUGALLI | DOCUMENTO: FRONT OFFICE DA: 224 A: 228
18707;31541;SERVIZIO: PREVENTIVI | RESPONSABILE:  | DOCUMENTO:  DA:  A: 
18710;31544;SERVIZIO: PREVENTIVI | RESPONSABILE:  | DOCUMENTO:  DA:  A: 
18716;31553;SERVIZIO: PREVENTIVI | RESPONSABILE:  | DOCUMENTO:  DA:  A: 
27342;42577;SERVIZIO: AMMINISTRAZIONE | RESPONSABILE: MURAGLIA | DOCUMENTO: ANNUAL REPORT DA: ANNO 2007 A: 
18714;31549;SERVIZIO: PREVENTIVI | RESPONSABILE:  | DOCUMENTO:  DA:  A: 
18715;31552;SERVIZIO: PREVENTIVI | RESPONSABILE:  | DOCUMENTO:  DA:  A: 
18784;32388;SERVIZIO: PREVENTIVI | RESPONSABILE:  | DOCUMENTO:  DA:  A: 
18780;32382;SERVIZIO: PREVENTIVI | RESPONSABILE:  | DOCUMENTO:  DA:  A: 
18823;32431;SERVIZIO: PREVENTIVI | RESPONSABILE:  | DOCUMENTO:  DA:  A: 
18947;32846;SERVIZIO: INGEGNERIA | RESPONSABILE: MICCO' | DOCUMENTO: AG DA: 253 A: 253
18775;31906;SERVIZIO: HSE | RESPONSABILE: BERNARDINI | DOCUMENTO:  DA:  A: 
31685;59376;#N/D
19366;33470;SERVIZIO: INGEGNERIA | RESPONSABILE: RUFINI | DOCUMENTO: NM DA: 0255-02 V 1 A: 010-025501 V 2
29005;44661;SERVIZIO: SERVIZIO DEL PERSONALE | RESPONSABILE: DI CAVE | DOCUMENTO: HR DA: IL-016 A: IL-020
20132;34368;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
21377;35626;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
20542;34780;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
20088;34317;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA: UNITA' 00 SECT 7 VOL 3 A: UNITA' 00 SECT 7 VOL 8
22431;36685;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: CATALOGO MECCANICO DA: UNITA' 08 SEC 4 VOL 7 A: UNITA' 08 SEC 4 VOL 11
20673;34920;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
22432;36689;SERVIZIO: INGEGNERIA | RESPONSABILE: PETRANGELI | DOCUMENTO: CATALOGO MECCANICO DA: UNITA' 04 SEC 2 VOL 1 A: UNITA' 04 SEC 2 VOL 5
20106;34339;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA: UNITA' 11 SEC 7 VOL 16 A: UNITA' 11 SEC 7 VOL 20
20613;34859;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
20676;34923;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
20671;34918;SERVIZIO: INGEGNERIA | RESPONSABILE:  | DOCUMENTO: CATALOGO MECCANICO DA:  A: 
